name,n,win_rate,avg_pnl,med_pnl,total_pnl_sum,profit_factor,avg_win,avg_loss,max_win,max_loss,avg_hold_days,add_rate
strong|both|trail_ma60|add=0.05|macd_stop=False,19,0.15789473684210525,-0.017117989971303864,-0.012033802816901409,-0.32524180945477343,0.012787552019437121,0.0014043064947862362,-0.02059092055869576,0.0018240552735476596,-0.06986379136327589,3.789473684210526,0.0
strong|both|trail_ma60|add=None|macd_stop=False,19,0.15789473684210525,-0.017117989971303864,-0.012033802816901409,-0.32524180945477343,0.012787552019437121,0.0014043064947862362,-0.02059092055869576,0.0018240552735476596,-0.06986379136327589,3.789473684210526,0.0
all|both|macd_or_vol|add=None|tgt=None,19,0.2631578947368421,-0.017163569294687594,-0.013762116009565272,-0.3261078165990643,0.2450405939501489,0.021169258222592274,-0.030853864836573264,0.046510630963158994,-0.06986379136327589,11.105263157894736,0.0
all|both|trail_ma60|add=None|macd_stop=True,23,0.17391304347826086,-0.014482941054795122,-0.012033802816901409,-0.3331076442602878,0.04011435619869532,0.003480205892404064,-0.018264656201573904,0.009707904085257547,-0.06986379136327589,4.043478260869565,0.0
all|both|trail_ma60|add=0.05|macd_stop=True,23,0.17391304347826086,-0.014482941054795122,-0.012033802816901409,-0.3331076442602878,0.04011435619869532,0.003480205892404064,-0.018264656201573904,0.009707904085257547,-0.06986379136327589,4.043478260869565,0.0
all|both|trail_ma60|add=None|macd_stop=False,23,0.17391304347826086,-0.014923479278786147,-0.014368896164639851,-0.3432400234120814,0.1393453290420945,0.013893172144624313,-0.020990142736346244,0.051359769094138544,-0.06986379136327589,5.739130434782608,0.0
strong|both|macd_cross_up|add=None|tgt=None,17,0.17647058823529413,-0.020536603920387503,-0.020642573792066177,-0.3491222666465875,0.1841318446272452,0.02626426281205151,-0.03056536107733872,0.046510630963158994,-0.06986379136327589,11.705882352941176,0.0
strong|ma20|macd_or_vol|add=None|tgt=None,30,0.23333333333333334,-0.011725578136529172,-0.01879926431789891,-0.3517673440958752,0.3933146895326706,0.03257873123811709,-0.025209498380986725,0.08895034602076125,-0.05403053636733035,13.233333333333333,0.0
all|both|macd_cross_up|add=None|tgt=None,19,0.21052631578947367,-0.018588235714257648,-0.013762116009565272,-0.3531764785708953,0.20037416084363585,0.022125173130353018,-0.029445144739487162,0.046510630963158994,-0.06986379136327589,11.631578947368421,0.0
baseline_print,19,0.21052631578947367,-0.018588235714257648,-0.013762116009565272,-0.3531764785708953,0.20037416084363585,0.022125173130353018,-0.029445144739487162,0.046510630963158994,-0.06986379136327589,11.631578947368421,0.0
